id,treated,L,outcome
3438,0,-2.332684,0
3439,1,-0.321386,0
3440,1,1.026021,1
3441,0,-0.426492,0
3442,1,2.433331,1
3443,0,-2.000956,0
3444,0,0.639195,1
3445,0,-0.825984,0
3446,0,-3.736828,0
3447,0,-1.092068,0
3448,1,1.474568,1
3449,1,-0.467003,0
3450,1,-0.255969,0
3451,1,-1.093127,0
3452,1,-0.190593,0
3453,0,2.05106,1
3454,0,-0.738287,0
3455,0,1.328478,0
3456,1,-0.576598,1
3457,1,0.539903,0
3458,1,0.362093,1
3459,1,-0.458386,0
3460,1,-0.484555,0
3461,0,0.198147,0
3462,1,-2.120988,0
3463,0,-2.277967,0
3464,0,0.202198,0
3465,0,-1.750424,0
3466,0,-0.76629,0
3467,1,0.557299,1
3468,0,-0.929412,0
3469,1,1.1195,0
3470,0,-1.350041,0
3471,0,0.377347,1
3472,1,-0.758369,0
3473,0,1.45866,0
3474,1,-0.991674,0
3475,0,-0.633517,1
3476,1,1.606393,1
3477,0,-1.665023,0
3478,0,0.914077,1
3479,0,-0.046124,0
3480,0,-0.502729,1
3481,1,1.101888,1
3482,1,1.768659,0
3483,0,-0.137411,1
3484,0,0.591652,1
3485,0,-0.360146,0
3486,0,-0.416105,0
3487,1,1.64599,0
3488,0,0.631419,1
3489,0,1.362402,1
3490,0,-0.589445,0
3491,0,-1.760488,0
3492,1,0.549892,0
3493,0,-1.734157,0
3494,0,-0.763553,0
3495,1,-0.429475,0
3496,1,0.464674,1
3497,1,0.745031,0
3498,0,0.290927,0
3499,1,0.90014,1
3500,0,-1.860606,0
3501,1,-2.555588,0
3502,1,1.860463,1
3503,0,-0.42207,0
3504,1,0.4362,0
3505,1,-0.844996,0
3506,0,-0.836229,1
3507,0,0.671502,0
3508,0,0.80301,0
3509,1,1.181596,0
3510,1,1.834839,1
3511,1,-0.541608,0
3512,1,0.148031,0
3513,1,-0.577605,0
3514,1,0.310889,1
3515,1,0.586891,0
3516,1,0.849838,1
3517,1,-0.066899,0
3518,0,-2.434179,0
3519,1,-0.665645,0
3520,1,-0.3581,0
3521,0,-0.370105,0
3522,0,1.723668,0
3523,0,-0.301638,0
3524,0,-0.322243,0
3525,1,-0.142865,0
3526,0,-0.748637,1
3527,0,0.225968,0
3528,0,-0.306986,0
3529,0,0.468503,1
3530,1,-0.513304,0
3531,1,1.34844,1
3532,1,0.414138,0
3533,0,1.317348,1
3534,1,0.488105,0
3535,1,0.597696,0
3536,1,1.16226,0
3537,1,0.372574,1
3538,0,-0.977483,0
3539,1,1.572223,1
3540,0,0.256988,1
3541,1,-0.491123,0
3542,1,0.307281,0
3543,1,-1.109561,0
3544,1,0.798433,1
3545,0,-2.003064,0
3546,1,0.397,1
3547,1,1.348774,1
3548,1,1.114236,1
3549,0,0.045108,1
3550,1,0.47096,1
3551,0,-1.431792,0
3552,1,0.51729,1
3553,1,0.356141,1
3554,0,0.800533,1
3555,0,-0.487746,0
3556,0,0.129198,0
3557,1,0.841229,1
3558,0,2.133706,1
3559,0,0.788526,0
3560,0,-0.900638,0
3561,1,-0.134643,0
3562,0,-0.93034,0
3563,0,-1.124863,0
3564,1,1.784891,0
3565,0,-0.274938,0
3566,1,-0.942767,0
3567,0,-1.121434,0
3568,0,-1.233739,0
3569,1,2.124118,1
3570,1,-0.060192,1
3571,1,-1.43591,0
3572,0,-0.311973,0
3573,0,-0.155066,0
3574,0,0.359839,0
3575,1,0.200034,0
3576,1,0.188881,1
3577,1,0.501739,1
3578,1,-0.35814,0
3579,0,0.799343,1
3580,1,0.030167,1
3581,0,-1.753105,0
3582,0,0.991837,0
3583,1,-0.076625,1
3584,0,-1.259793,0
3585,1,0.887696,1
3586,1,0.307406,1
3587,1,0.672419,0
3588,0,-1.390953,0
3589,1,1.256735,1
3590,0,0.410067,0
3591,1,-0.430175,0
3592,0,-1.046243,0
3593,1,0.118297,1
3594,0,-1.806518,0
3595,1,0.641802,1
3596,0,-0.574337,0
3597,0,-1.61977,0
3598,1,0.630188,0
3599,1,1.175758,1
3600,0,0.669353,0
3601,1,-1.038918,1
3602,1,1.042433,0
3603,0,0.259216,0
3604,0,-0.458273,1
3605,0,-0.877383,0
3606,0,0.408896,0
3607,0,0.370648,0
3608,0,0.386787,0
3609,0,-1.157048,0
3610,1,-0.902081,0
3611,0,-0.277364,0
3612,0,0.183874,0
3613,1,2.344475,1
3614,0,0.00159,0
3615,0,-0.340963,0
3616,1,2.438508,1
3617,1,0.24317,0
3618,0,0.207416,0
3619,0,-0.2565,0
3620,1,-0.788931,0
3621,0,-0.945809,0
3622,0,-0.715414,0
3623,1,1.151094,1
3624,1,0.306515,1
3625,0,0.126006,1
3626,0,1.340919,0
3627,0,-0.630949,0
3628,1,-1.427125,0
3629,0,-1.542456,0
3630,1,-0.266154,1
3631,0,-0.138022,0
3632,1,0.153298,1
3633,1,0.509436,0
3634,0,0.778321,1
3635,0,-0.858177,0
3636,0,-1.156777,0
3637,0,-1.889066,0
3638,0,-0.163422,0
3639,0,-0.730953,0
3640,0,0.389516,0
3641,1,-0.114488,0
3642,1,1.502292,1
3643,1,1.094335,1
3644,0,-1.33232,1
3645,1,0.016631,0
3646,1,-0.907255,0
3647,0,0.325169,1
3648,0,-0.483961,0
3649,0,1.042687,1
3650,0,-1.268416,0
3651,1,-0.604563,0
3652,0,-0.251502,0
3653,1,1.328415,1
3654,1,0.795709,0
3655,0,-0.361913,0
3656,1,1.432826,0
3657,1,0.288198,0
3658,0,1.093664,0
3659,1,0.326715,1
3660,1,0.188187,1
3661,1,1.234519,1
3662,0,-0.932014,0
3663,1,1.859459,1
3664,1,1.811078,1
3665,0,-0.086328,0
3666,0,0.976951,0
3667,1,0.917622,1
3668,1,-0.593665,0
3669,0,0.592403,1
3670,0,-0.162554,0
3671,0,-0.405742,0
3672,0,-0.171454,0
3673,0,0.822776,1
3674,0,-0.332847,0
3675,0,0.617998,0
3676,0,-0.921695,0
3677,1,-0.338659,1
3678,1,2.089952,1
3679,1,-0.726103,0
3680,0,-0.67215,0
3681,0,-0.065257,1
3682,0,-1.653719,0
3683,1,0.564847,1
3684,0,0.257827,0
3685,0,0.136885,0
3686,1,-1.670905,0
3687,1,0.194506,0
3688,0,-0.625697,0
3689,1,-0.071307,0
3690,0,-0.235728,0
3691,1,0.838593,1
3692,0,-0.931912,0
3693,1,0.170289,1
3694,1,1.631104,1
3695,0,1.39885,1
3696,0,-2.01727,0
3697,1,0.367965,1
3698,0,-0.997714,0
3699,0,0.950302,0
3700,0,-0.732969,0
3701,0,-0.178186,0
3702,1,0.036035,1
3703,0,0.463043,0
3704,1,0.203869,0
3705,0,0.071826,0
3706,1,-0.58756,0
3707,0,-0.612438,0
3708,0,0.125012,0
3709,1,1.470676,1
3710,1,-0.937869,1
3711,0,-1.064088,0
3712,0,0.797463,1
3713,1,1.840649,1
3714,0,0.4121,0
3715,0,0.319592,1
3716,1,0.228712,0
3717,0,0.565389,0
3718,1,-0.048684,1
3719,0,-0.297001,0
3720,1,-1.160861,0
3721,0,-0.600173,0
3722,0,0.531677,0
3723,0,1.194072,1
3724,0,-0.967694,0
3725,1,0.716447,0
3726,1,2.160078,0
3727,1,1.599266,1
3728,1,0.833625,0
3729,0,-0.836928,0
3730,1,0.892987,1
3731,1,0.784082,1
3732,0,0.131476,1
3733,1,2.285294,1
3734,1,1.114363,1
3735,1,2.071124,1
3736,1,1.943245,1
3737,1,-0.699788,0
3738,0,-0.161248,0
3739,0,-0.87083,0
3740,0,0.38813,1
3741,0,0.141489,0
3742,0,0.063968,0
3743,0,-0.324848,1
3744,1,1.657725,1
3745,1,-0.737075,0
3746,1,1.548181,1
3747,0,1.215379,1
3748,0,-0.811443,0
3749,1,0.428181,0
3750,0,-1.888304,0
3751,0,-1.500169,0
3752,1,-0.308089,1
3753,1,-0.295972,1
3754,0,0.044564,0
3755,1,-0.146685,0
3756,1,0.062704,0
3757,0,-0.832139,1
3758,1,-0.08939,0
3759,1,-0.497808,0
3760,0,1.097178,0
3761,1,-0.068279,1
3762,0,0.11319,0
3763,1,1.14645,0
3764,0,1.315152,1
3765,0,-1.761537,0
3766,1,2.009606,1
3767,1,1.556807,1
3768,1,-1.358051,0
3769,1,0.857942,1
3770,0,-1.4482,0
3771,0,0.617408,0
3772,0,-1.679841,0
3773,1,1.042565,1
3774,0,-1.590795,0
3775,1,1.574778,0
3776,0,-0.842427,0
3777,0,-0.250457,0
3778,1,1.556376,0
3779,1,0.112207,0
3780,1,-0.664374,0
3781,0,-0.845112,0
3782,1,1.837753,0
3783,0,-1.685803,0
3784,0,-0.925124,0
3785,0,-0.397969,0
3786,0,-1.417232,0
3787,1,1.460924,1
3788,0,-1.969555,0
3789,1,0.072201,0
3790,0,-0.359725,0
3791,1,1.076579,0
3792,1,-0.268055,0
3793,0,-0.175427,0
3794,1,0.756358,1
3795,0,-0.097064,0
3796,1,0.363393,0
3797,0,0.346498,0
3798,1,-0.039129,1
3799,0,-0.989173,0
3800,0,1.242218,1
3801,1,-0.225767,1
3802,0,1.223114,1
3803,0,0.209678,0
3804,1,0.013135,1
3805,0,0.408256,0
3806,0,-1.606042,0
3807,0,0.427512,0
3808,1,1.418875,1
3809,1,-1.727371,1
3810,1,-0.880282,1
3811,0,-1.783138,0
3812,0,0.212529,1
3813,0,0.538648,0
3814,0,-0.193773,0
3815,1,1.936,1
3816,0,2.050881,1
3817,0,0.511905,0
3818,0,0.210281,0
3819,1,-1.277736,0
3820,0,-0.072421,0
3821,0,-1.879699,0
3822,1,-0.851725,0
3823,0,-1.663507,0
3824,0,0.574132,1
3825,0,1.404356,1
3826,1,1.218265,1
3827,0,-0.261112,0
3828,1,2.240085,1
3829,1,0.594402,1
3830,0,-0.710149,0
3831,1,-0.599141,0
3832,0,-1.995597,0
3833,0,0.284873,0
3834,0,-0.369848,0
3835,0,0.338303,0
3836,1,0.010885,1
3837,0,-0.684519,0
3838,1,-0.480406,1
3839,1,0.419953,0
3840,0,-0.002344,0
3841,0,-0.953686,1
3842,1,0.579802,1
3843,1,0.867119,1
3844,0,0.318163,0
3845,0,-2.488298,0
3846,0,-1.040028,0
3847,1,0.522288,0
3848,0,-2.843347,0
3849,0,-1.509011,0
3850,0,0.099297,0
3851,0,0.202405,0
3852,1,0.358304,1
3853,1,-0.740242,0
3854,1,0.958022,1
3855,1,0.931184,1
3856,1,-0.348515,0
3857,0,0.522491,0
3858,0,0.22557,0
3859,0,1.133758,0
3860,0,2.512924,1
3861,0,-1.133103,0
3862,1,-0.513863,0
3863,1,-1.411167,0
3864,1,1.411819,1
3865,0,-1.138776,1
3866,1,0.998978,1
3867,0,0.413979,0
3868,0,-0.499459,0
3869,1,0.442138,0
3870,1,-0.929765,0
3871,1,1.460112,1
3872,1,0.776308,1
3873,0,0.153958,0
3874,1,-0.798073,0
3875,0,-2.046062,0
3876,1,0.050934,0
3877,1,1.135587,0
3878,0,-0.804414,0
3879,0,-0.388141,0
3880,1,0.621062,1
3881,0,0.715673,0
3882,1,0.388423,1
3883,0,-0.844157,0
3884,0,0.587875,0
3885,0,-1.071851,0
3886,0,0.576977,0
3887,1,1.508143,1
3888,0,-1.382506,0
3889,0,1.223654,1
3890,0,-1.030532,0
3891,0,-2.323013,0
3892,0,-1.003148,0
3893,1,-0.836573,0
3894,0,-0.064581,0
3895,0,0.689315,1
3896,1,-0.155467,0
3897,0,-0.91429,0
3898,0,1.042361,0
3899,0,-0.690344,0
3900,0,-1.091975,0
3901,0,-1.002287,0
3902,1,1.35748,1
3903,0,0.684992,0
3904,0,-1.996413,0
3905,1,0.951121,1
3906,0,-1.087467,0
3907,1,0.270138,0
3908,1,2.707158,1
3909,1,-0.272176,0
3910,0,-1.409301,0
3911,1,0.652152,1
3912,0,0.929065,0
3913,0,-0.558545,0
3914,1,1.239256,0
3915,1,0.00063,0
3916,0,-0.51772,0
3917,0,-0.796813,0
3918,1,0.208203,0
3919,0,-1.209962,0
3920,1,-0.058372,0
3921,1,-0.200569,0
3922,1,-1.169912,0
3923,0,-1.735649,0
3924,1,0.757975,0
3925,0,1.146881,0
3926,1,2.329659,1
3927,1,-0.496893,0
3928,1,-1.268213,0
3929,1,0.550569,0
3930,0,-1.327353,0
3931,0,-0.652988,0
3932,1,1.111522,0
3933,1,-0.954843,0
3934,0,0.269694,0
3935,1,0.505098,1
3936,0,-0.455315,0
3937,0,-0.800575,0
3938,1,0.766666,1
3939,0,-0.700031,0
3940,1,1.067952,1
3941,1,0.428509,0
3942,1,-0.883995,0
3943,1,0.701766,0
3944,0,1.515191,1
3945,1,1.020321,1
3946,1,1.325873,0
3947,1,-0.666883,0
3948,0,0.289488,1
3949,1,0.757945,0
3950,0,-0.765151,0
3951,0,0.632518,0
3952,0,-0.852968,0
3953,0,0.044683,0
3954,0,-0.510611,0
3955,0,-0.498523,0
3956,1,0.442289,0
3957,1,-0.028522,0
3958,0,-0.0447,0
3959,1,0.486897,1
3960,1,-0.092188,0
3961,1,0.927128,1
3962,1,-1.395255,1
3963,1,-0.05756,0
3964,0,0.825103,0
3965,1,1.299367,0
3966,1,0.629459,0
3967,1,-0.165923,0
3968,1,0.353813,0
3969,0,0.198734,0
3970,1,0.656846,1
3971,0,-0.353477,0
3972,0,0.044123,0
3973,1,-1.01614,0
3974,0,-0.730746,0
3975,1,0.864828,0
3976,1,1.285631,0
3977,1,0.173705,1
3978,0,-0.18188,0
3979,1,0.005217,1
3980,0,0.656485,0
3981,1,-0.586308,0
3982,0,-0.980231,0
3983,0,0.848838,1
3984,0,0.125461,1
3985,0,0.614618,1
3986,0,0.194701,0
3987,1,1.549791,0
3988,0,-0.20131,0
3989,1,-0.27991,0
3990,1,0.453399,1
3991,0,-1.412952,0
3992,0,-0.644915,0
3993,1,0.072092,1
3994,0,0.372335,1
3995,0,-0.915955,0
3996,1,1.096531,1
3997,1,1.187387,0
3998,0,-0.757397,0
3999,1,-0.039941,0
4000,0,-0.864912,0
